#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-08-29T15:01:58 [V7.32.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-08-29T15:01:58	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:I/239&tab:{I/239/hip_main}&key:source=I/239/hip_main&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=I/239/hip_main
#-order=I
#-out=HIP
#-out=Vmag
#Vmag=<=8
#-out=B-V
#HIPep=HIPep
#Erratum=Erratum
#-out=_RA.icrs
#_RA.icrs=!null
#-out=_DE.icrs
#_DE.icrs=!null
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.4	
#INFO	-out.max=unlimited	

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#INFO	ivoid=ivo://cds.vizier/i/239	
#INFO	publisher=CDS	
#INFO	creator=ESA 1997	
#INFO	related_resource=bibcode:1997HIP...C......0E	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/239	
#INFO	publication_date=2021-11-18	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Coosys	H_1991.250:	ICRS
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	_RAJ2000	(F14.10)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F14.10)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	_RA.icrs	(F12.8)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F12.8)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]
_RAJ2000	_DEJ2000	HIP	Vmag	B-V	_RA.icrs	_DE.icrs
296.2043351570	+40.7168033563	 97151	 6.36	 1.561	296.20433516	+40.71680336
296.2262439656	-10.5728759381	 97157	 6.63	 1.683	296.22624397	-10.57287594
296.2272007038	-80.0886198914	 97159	 7.61	 1.752	296.22720070	-80.08861989
296.2365911951	+10.7751529289	 97162	 7.48	      	296.23659120	+10.77515293
296.2436576815	+45.1308096860	 97165	 2.86	-0.002	296.24365768	+45.13080969
296.2503076205	+55.8476285568	 97170	 7.81	 1.580	296.25030762	+55.84762856
296.2901207956	-12.7262718044	 97182	 7.38	 1.220	296.29012080	-12.72627180
296.2902518278	-03.0354997590	 97183	 7.29	 1.252	296.29025183	-03.03549976
296.2928718330	-70.0165403853	 97185	 7.80	 0.536	296.29287183	-70.01654039
296.3215126340	+31.4240950567	 97201	 7.42	-0.063	296.32151263	+31.42409506
296.3445512922	-01.4990191996	 97207	 7.18	 1.356	296.34455129	-01.49901920
296.3513983464	-30.9030021854	 97210	 6.81	 0.123	296.35139835	-30.90300219
296.3514525478	+23.9428843042	 97209	 7.03	 0.907	296.35145255	+23.94288430
296.3604363642	-00.1454052397	 97212	 7.88	 0.356	296.36043636	-00.14540524
296.3682292382	-07.0195454968	 97216	 7.48	 0.549	296.36822924	-07.01954550
296.3897188318	+33.6019855201	 97222	 7.68	 1.000	296.38971883	+33.60198552
296.4082012040	+44.9637434425	 97225	 7.50	-0.129	296.40820120	+44.96374344
296.4127728116	-70.6267183582	 97226	 7.12	 0.947	296.41277281	-70.62671836
296.4152242074	+36.0910225674	 97228	 6.38	-0.049	296.41522421	+36.09102257
296.4164477449	+07.6131580830	 97229	 5.89	 0.180	296.41644774	+07.61315808
296.4194458274	+36.0886482040	 97232	 7.16	 0.024	296.41944583	+36.08864820
296.4219787902	-00.6966448129	 97233	 7.34	 0.996	296.42197879	-00.69664481
296.4287728394	+30.2571176896	 97235	 7.60	 1.700	296.42877284	+30.25711769
296.4531743162	+40.5552463512	 97240	 7.56	-0.070	296.45317432	+40.55524635
296.4639834354	+35.0127514615	 97242	 6.14	 1.070	296.46398344	+35.01275146
296.4649225109	+46.4855380215	 97243	 6.94	 1.413	296.46492251	+46.48553802
296.4676336648	-02.8834529115	 97244	 6.47	 0.016	296.46763366	-02.88345291
296.4755534464	+24.0963864396	 97246	 7.87	 0.779	296.47555345	+24.09638644
296.4775283702	-52.5312093304	 97248	 7.52	 0.468	296.47752837	-52.53120933
296.4811585997	-57.5473500012	 97252	 7.98	 0.491	296.48115860	-57.54735000
296.4812915102	-53.9872265262	 97253	 7.68	 1.242	296.48129151	-53.98722653
296.4889370614	+04.2484905689	 97255	 7.02	 0.612	296.48893706	+04.24849057
296.4994600078	+35.4520622358	 97259	 7.95	 1.453	296.49946001	+35.45206224
296.5050705862	-31.9085714011	 97260	 5.51	 0.024	296.50507059	-31.90857140
296.5090409016	+67.7380010954	 97262	 7.73	 0.279	296.50904090	+67.73800110
296.5590683247	+58.3667179057	 97277	 7.91	 0.586	296.55906832	+58.36671791
296.5649145433	+10.6132612039	 97278	 2.72	 1.507	296.56491454	+10.61326120
296.5662543925	+32.1161564911	 97280	 7.49	 0.032	296.56625439	+32.11615649
296.5728761278	+45.7361907414	 97282	 7.42	 1.196	296.57287613	+45.73619074
296.5737837653	+79.4602344904	 97283	 7.29	 1.271	296.57378377	+79.46023449
296.5791436419	+44.5650252837	 97285	 7.57	 1.035	296.57914364	+44.56502528
296.5802945488	-27.2654868212	 97287	 7.59	 1.167	296.58029455	-27.26548682
296.5812250651	+22.4694229882	 97289	 7.85	 0.069	296.58122507	+22.46942299
296.5905806327	-19.7611131079	 97290	 4.87	 1.061	296.59058063	-19.76111311
296.6028822664	+54.4056079757	 97293	 6.75	 0.945	296.60288227	+54.40560798
296.6060165581	-24.8783883891	 97294	 7.89	 0.423	296.60601656	-24.87838839
296.6066669623	+33.7275976369	 97295	 5.00	 0.476	296.60666696	+33.72759764
296.6267316225	-21.5230468763	 97301	 7.55	 0.395	296.62673162	-21.52304688
296.6320786569	-39.4254646549	 97302	 7.96	 1.082	296.63207866	-39.42546465
296.6365330085	+50.0103412778	 97304	 6.68	 1.130	296.63653301	+50.01034128
296.6433029223	+10.4601680476	 97306	 8.00	 1.444	296.64330292	+10.46016805
296.6458745995	+32.8885906112	 97307	 6.18	 1.172	296.64587460	+32.88859061
296.6461935655	-01.3768509422	 97308	 7.38	 0.219	296.64619357	-01.37685094
296.6498003385	+39.5111732168	 97311	 7.46	 0.130	296.64980034	+39.51117322
296.6647844606	+25.1338337444	 97319	 6.66	 0.295	296.66478446	+25.13383374
296.6721369065	+44.3485201460	 97321	 7.07	 0.591	296.67213691	+44.34852015
296.6861214792	+68.4379979653	 97326	 6.34	 0.309	296.68612148	+68.43799797
296.7254505382	+72.4646288146	 97332	 7.56	 1.053	296.72545054	+72.46462881
296.7421375597	+34.4195243419	 97336	 7.83	 0.661	296.74213756	+34.41952434
296.7516169482	-26.4905578436	 97340	 7.68	 1.338	296.75161695	-26.49055784
296.7607422622	+04.5285297572	 97342	 8.00	 1.059	296.76074226	+04.52852976
296.7742235341	-62.4537071418	 97345	 6.71	 1.607	296.77422353	-62.45370714
296.7876231873	-17.0781216780	 97351	 6.87	 1.753	296.78762319	-17.07812168
296.8182437654	+11.4737204917	 97355	 7.95	 1.062	296.81824377	+11.47372049
296.8231980752	+30.8402023943	 97357	 7.67	-0.091	296.82319808	+30.84020239
296.8254219905	-18.7466593767	 97358	 7.60	 0.689	296.82542199	-18.74665938
296.8272307565	+21.7715280543	 97359	 7.07	 1.614	296.82723076	+21.77152805
296.8324508147	+40.9943261737	 97360	 7.89	 0.260	296.83245081	+40.99432617
296.8439263924	+31.4311184083	 97363	 7.87	 0.171	296.84392639	+31.43111841
296.8469266791	+18.5342860992	 97365	 3.68	 1.313	296.84692668	+18.53428610
296.8480246297	+42.4830264128	 97366	 7.50	 0.218	296.84802463	+42.48302641
296.8545478612	-43.3451211945	 97370	 7.12	 0.564	296.85454786	-43.34512119
296.8617811729	+47.9075636253	 97372	 6.14	 1.640	296.86178117	+47.90756363
296.8645186353	+57.0999853801	 97375	 7.77	 0.110	296.86451864	+57.09998538
296.8657482127	+38.4076138906	 97376	 5.83	-0.087	296.86574821	+38.40761389
296.8674177623	-35.1767232996	 97378	 7.64	 1.630	296.86741776	-35.17672330
296.8682461686	+34.3045700369	 97379	 7.89	 1.559	296.86824617	+34.30457004
296.8766397016	+56.9109619256	 97382	 7.04	 1.010	296.87663970	+56.91096193
296.8888283395	+01.0888893854	 97384	 6.77	 0.610	296.88882834	+01.08888939
296.9150183928	-25.6264151429	 97390	 7.81	 1.431	296.91501839	-25.62641514
296.9156531403	+15.9076333097	 97392	 7.59	 0.038	296.91565314	+15.90763331
296.9169841268	-17.0709620044	 97393	 7.22	 0.455	296.91698413	-17.07096200
296.9218009435	+42.3184814582	 97395	 7.64	 1.528	296.92180094	+42.31848146
296.9422862057	+05.7819960143	 97398	 6.70	 1.057	296.94228621	+05.78199601
296.9434436073	+63.8604025461	 97399	 7.86	 0.602	296.94344361	+63.86040255
296.9510360550	-28.4911800174	 97401	 6.89	 1.011	296.95103606	-28.49118002
296.9522535622	+25.3840583863	 97402	 6.00	 0.993	296.95225356	+25.38405839
296.9629234004	-29.1592765690	 97405	 7.69	 0.669	296.96292340	-29.15927657
296.9874224677	+10.0398183821	 97414	 7.53	 1.610	296.98742247	+10.03981838
296.9985146251	+31.5062779889	 97416	 6.79	 0.120	296.99851463	+31.50627799
296.9999103653	-20.9575962135	 97417	 6.66	 0.890	296.99991037	-20.95759621
297.0015266629	-17.4799741803	 97419	 7.74	 0.517	297.00152666	-17.47997418
297.0036749748	+27.8695301353	 97420	 6.87	 0.660	297.00367497	+27.86953014
297.0049956127	-56.3626115077	 97421	 5.33	 0.196	297.00499561	-56.36261151
297.0126010103	-13.7036155924	 97423	 6.11	 0.193	297.01260101	-13.70361559
297.0180720147	+27.7027903029	 97426	 7.57	-0.025	297.01807201	+27.70279030
297.0190380083	+81.5861922495	 97425	 7.99	 0.353	297.01903801	+81.58619225
297.0304005166	+19.9967176958	 97429	 7.96	 0.135	297.03040052	+19.99671770
297.0358955034	+13.4544293661	 97431	 6.95	 0.445	297.03589550	+13.45442937
297.0375707796	+61.4112498257	 97432	 7.07	 1.541	297.03757078	+61.41124983
297.0431337990	+70.2679301694	 97433	 3.84	 0.888	297.04313380	+70.26793017
297.0493288959	+22.7628742731	 97434	 7.02	 2.025	297.04932890	+22.76287427
297.0504205273	+37.7253969464	 97435	 7.57	 1.382	297.05042053	+37.72539695
297.0643657135	+59.4229016040	 97438	 6.64	 0.592	297.06436571	+59.42290160
297.0686600139	+37.1603784667	 97440	 7.82	 0.125	297.06866001	+37.16037847
297.0711203160	-57.7253536389	 97441	 7.44	 0.175	297.07112032	-57.72535364
297.0899626908	+25.0095620365	 97446	 7.17	 1.599	297.08996269	+25.00956204
297.1169056095	+18.6551199597	 97450	 7.59	 0.363	297.11690561	+18.65511996
297.1170747121	+12.3880128044	 97451	 7.75	 0.022	297.11707471	+12.38801280
297.1271397756	+10.6940998342	 97454	 6.44	 0.932	297.12713978	+10.69409983
297.1280841782	-40.9733336154	 97455	 7.43	 1.013	297.12808418	-40.97333362
297.1429149019	+24.9621895276	 97461	 7.42	 0.043	297.14291490	+24.96218953
297.1480117937	+56.5007944572	 97462	 7.47	 1.206	297.14801179	+56.50079446
297.1512691739	+55.7248557501	 97464	 7.64	 0.441	297.15126917	+55.72485575
297.1624581829	-01.8264848112	 97466	 7.34	 0.122	297.16245818	-01.82648481
297.1648938764	-12.1221506626	 97468	 7.71	 1.171	297.16489388	-12.12215066
297.1652573428	+15.0590244416	 97469	 7.64	 0.446	297.16525734	+15.05902444
297.1694273232	+30.8284695236	 97470	 7.67	 0.822	297.16942732	+30.82846952
297.1744851710	+29.4023287375	 97472	 7.01	 0.143	297.17448517	+29.40232874
297.1752398166	+11.8158963449	 97473	 5.75	 0.546	297.17523982	+11.81589634
297.1792955680	-82.9267164305	 97475	 7.62	 1.580	297.17929557	-82.92671643
297.1818092531	+18.8670418003	 97476	 7.09	 0.856	297.18180925	+18.86704180
297.1825066677	+35.3114685836	 97477	 6.66	 0.437	297.18250667	+35.31146858
297.1843716602	+19.6610680685	 97478	 7.39	 0.111	297.18437166	+19.66106807
297.1962232514	-49.5248723569	 97481	 7.78	 1.389	297.19622325	-49.52487236
297.2090513458	-12.3194208599	 97484	 6.47	 1.676	297.20905135	-12.31942086
297.2108245280	+33.4372833086	 97485	 6.42	 0.129	297.21082453	+33.43728331
297.2222451341	+11.6851136383	 97489	 6.53	 0.912	297.22224513	+11.68511364
297.2295364374	-52.8881086065	 97491	 6.27	 1.131	297.22953644	-52.88810861
297.2419417865	+16.6276923228	 97493	 7.56	 0.060	297.24194179	+16.62769232
297.2444161290	+19.1420423968	 97496	 5.01	 0.095	297.24441613	+19.14204240
297.2537416748	+44.3792037258	 97498	 7.16	-0.049	297.25374167	+44.37920373
297.2591832880	-10.8707633880	 97499	 6.00	 1.233	297.25918329	-10.87076339
297.2668334318	+53.7674913862	 97503	 7.09	-0.101	297.26683343	+53.76749139
297.2804071837	-61.8150134094	 97508	 7.28	 0.512	297.28040718	-61.81501341
297.2856923220	+27.7316934655	 97509	 6.97	 0.611	297.28569232	+27.73169347
297.2896194726	+08.2773239421	 97510	 7.70	 0.288	297.28961947	+08.27732394
297.2923979010	-76.9085851524	 97511	 7.16	 0.024	297.29239790	-76.90858515
297.2983721324	-28.7889723910	 97515	 6.04	 0.403	297.29837213	-28.78897239
297.2984514381	+19.7948338019	 97516	 7.91	 0.759	297.29845144	+19.79483380
297.3007303226	+57.4093326542	 97517	 7.76	 0.613	297.30073032	+57.40933265
297.3164309353	+15.1246151910	 97524	 7.80	 0.423	297.31643094	+15.12461519
297.3206152208	+15.2042367933	 97525	 7.94	 1.063	297.32061522	+15.20423679
297.3255771523	+41.5824569555	 97527	 7.53	 0.510	297.32557715	+41.58245696
297.3299557963	+28.5790959049	 97528	 7.40	 0.151	297.32995580	+28.57909590
297.3466053838	-73.5231459004	 97533	 7.35	 0.143	297.34660538	-73.52314590
297.3554428028	-72.5033784237	 97534	 5.39	 0.234	297.35544280	-72.50337842
297.3577404299	+63.2038627847	 97536	 6.69	 1.449	297.35774043	+63.20386278
297.3618849892	+28.6101808597	 97537	 7.98	 0.518	297.36188499	+28.61018086
297.3646013461	+38.7101494499	 97538	 6.12	 0.906	297.36460135	+38.71014945
297.3654416874	-45.7478915458	 97539	 7.26	 1.080	297.36544169	-45.74789155
297.3680297939	-65.9790937521	 97540	 7.39	 1.491	297.36802979	-65.97909375
297.3789022384	+82.4549203007	 97542	 7.80	 1.045	297.37890224	+82.45492030
297.3915278415	-37.7805501664	 97546	 7.22	 0.574	297.39152784	-37.78055017
297.4286854681	+02.9539198546	 97555	 7.65	 0.515	297.42868547	+02.95391985
297.4336565517	-32.7639683581	 97557	 7.78	 0.624	297.43365655	-32.76396836
297.4375317306	+16.3755375854	 97560	 7.70	 0.860	297.43753173	+16.37553759
297.4447570028	-11.4088461529	 97561	 7.26	 0.455	297.44475700	-11.40884615
297.4544628973	-64.9062220758	 97564	 7.47	 0.548	297.45446290	-64.90622208
297.4629333819	-10.7250454574	 97568	 7.56	 0.355	297.46293338	-10.72504546
297.4725763148	-66.8130690833	 97569	 6.44	 1.482	297.47257631	-66.81306908
297.4780020667	+28.4396745637	 97572	 6.45	-0.104	297.47800207	+28.43967456
297.4825491673	+27.0851821576	 97573	 6.46	 0.937	297.48254917	+27.08518216
297.4828509338	-62.5668266772	 97575	 7.79	 0.466	297.48285093	-62.56682668
297.5105398797	-69.3391695796	 97580	 7.26	 1.214	297.51053988	-69.33916958
297.5138157561	-59.2640194133	 97581	 7.04	 0.195	297.51381576	-59.26401941
297.5348351447	-50.6025404665	 97590	 7.60	 0.284	297.53483514	-50.60254047
297.5406893200	-10.0071278601	 97592	 6.75	 0.900	297.54068932	-10.00712786
297.5451694800	-45.3795356119	 97593	 6.96	 1.079	297.54516948	-45.37953561
297.5548871710	+48.3915785236	 97595	 7.86	 1.405	297.55488717	+48.39157852
297.5585817558	-47.5573919029	 97598	 5.91	 1.678	297.55858176	-47.55739190
297.5631200246	+17.7099828604	 97599	 6.81	 1.137	297.56312002	+17.70998286
297.5678766597	-22.7799109278	 97602	 7.83	-0.026	297.56787666	-22.77991093
297.5728304598	+07.9024186250	 97607	 6.49	-0.086	297.57283046	+07.90241862
297.5825029570	+36.0982017068	 97609	 7.08	-0.070	297.58250296	+36.09820171
297.5906515283	-61.0611197579	 97611	 6.21	-0.135	297.59065153	-61.06111976
297.5911583001	+61.2090706233	 97612	 6.70	 0.514	297.59115830	+61.20907062
297.5916079600	-26.7157679797	 97613	 7.46	 1.060	297.59160796	-26.71576798
297.6041344584	+14.5138621839	 97616	 7.95	 0.300	297.60413446	+14.51386218
297.6063457640	+43.6611973928	 97617	 7.15	 0.955	297.60634576	+43.66119739
297.6109908218	-13.9239015582	 97618	 7.38	 0.017	297.61099082	-13.92390156
297.6110493225	+30.7661628456	 97619	 7.36	 0.004	297.61104932	+30.76616285
297.6340520300	+17.2687800221	 97626	 7.58	 0.050	297.63405203	+17.26878002
297.6413416781	+32.9140584579	 97629	 7.91	 2.100	297.64134168	+32.91405846
297.6416495992	+38.7224193843	 97630	 5.18	 1.665	297.64164960	+38.72241938
297.6555312295	+40.5997593576	 97634	 5.68	-0.058	297.65553123	+40.59975936
297.6571823736	+52.9880013165	 97635	 5.03	 1.286	297.65718237	+52.98800132
297.6615208055	+53.9112560931	 97636	 7.72	 0.136	297.66152081	+53.91125609
297.6652002953	-25.3053353682	 97637	 8.00	 1.004	297.66520030	-25.30533537
297.6681071961	-41.8595784905	 97639	 7.65	 0.219	297.66810720	-41.85957849
297.6705476349	+34.9500600601	 97640	 8.00	 0.787	297.67054763	+34.95006006
297.6731140172	+22.1128820826	 97641	 7.33	 0.818	297.67311402	+22.11288208
297.6866796029	-59.1936668270	 97646	 5.41	 0.082	297.68667960	-59.19366683
297.6878034429	+20.2114268701	 97647	 6.71	 0.156	297.68780344	+20.21142687
297.6958291578	+08.8683219841	 97649	 0.76	 0.221	297.69582916	+08.86832198
297.6949325134	-10.7635116311	 97650	 5.38	 0.402	297.69493251	-10.76351163
297.6953042634	+37.8263245144	 97651	 6.13	 1.626	297.69530426	+37.82632451
297.6995473043	+57.7461495639	 97653	 8.00	 0.172	297.69954730	+57.74614956
297.6996610980	+50.3555477832	 97654	 7.94	 0.383	297.69966110	+50.35554778
297.7027526598	-04.6940862035	 97655	 6.75	 0.326	297.70275266	-04.69408620
297.7207580685	+20.0394834865	 97659	 7.18	 0.214	297.72075807	+20.03948349
297.7211396679	-46.3606003139	 97660	 7.50	 0.418	297.72113967	-46.36060031
297.7282777821	+00.8443469875	 97662	 7.64	 0.137	297.72827778	+00.84434699
297.7287597406	+24.6269881507	 97663	 7.45	-0.034	297.72875974	+24.62698815
297.7303423746	+49.7002728671	 97665	 7.26	 1.013	297.73034237	+49.70027287
297.7454931363	+16.8577387667	 97670	 7.27	-0.058	297.74549314	+16.85773877
297.7551472032	-65.6050871283	 97674	 6.04	 0.317	297.75514720	-65.60508713
297.7568443090	+10.4157269654	 97675	 5.12	 0.563	297.75684431	+10.41572697
297.7663170294	+78.6242324464	 97678	 7.64	 1.696	297.76631703	+78.62423245
297.7671182885	+22.6100462912	 97679	 4.90	-0.153	297.76711829	+22.61004629
297.7697439747	+27.7169070183	 97681	 7.76	 0.079	297.76974397	+27.71690702
297.7926564304	-27.4719610901	 97684	 7.33	-0.043	297.79265643	-27.47196109
297.7962403888	-02.4609897447	 97687	 6.12	 1.573	297.79624039	-02.46098974
297.8069332686	+65.5469021145	 97689	 7.77	 0.966	297.80693327	+65.54690211
297.8090197778	-72.7951806283	 97690	 7.31	 0.463	297.80901978	-72.79518063
297.8104089623	-24.8985560617	 97692	 7.52	 1.164	297.81040896	-24.89855606
297.8238818239	+09.6298873140	 97697	 6.25	 0.102	297.82388182	+09.62988731
297.8307469855	+47.3772363860	 97700	 6.22	 0.398	297.83074699	+47.37723639
297.8618293354	+04.0886317864	 97709	 6.47	 1.345	297.86182934	+04.08863179
297.8637457760	-42.0933727652	 97710	 7.85	 0.575	297.86374578	-42.09337277
297.8787776469	+27.4602318835	 97717	 7.34	 1.502	297.87877765	+27.46023188
297.8834524216	+22.2805558246	 97719	 7.90	 0.685	297.88345242	+22.28055582
297.8872183349	+50.6543140661	 97720	 7.84	 0.463	297.88721833	+50.65431407
297.8899373651	+50.7734116057	 97723	 7.97	 0.944	297.88993737	+50.77341161
297.8969345919	-12.6210598790	 97726	 7.24	 1.185	297.89693459	-12.62105988
297.8993851610	-19.2111974549	 97727	 7.66	 1.827	297.89938516	-19.21119745
297.9050192895	+26.2256372818	 97730	 7.48	-0.061	297.90501929	+26.22563728
297.9224021760	+31.1412814813	 97734	 7.08	 0.305	297.92240218	+31.14128148
297.9243349084	-14.7768673044	 97736	 6.88	 0.281	297.92433491	-14.77686730
297.9279859171	-10.9491949263	 97737	 7.19	 0.424	297.92798592	-10.94919493
297.9280830046	-50.9787665321	 97738	 6.89	 0.499	297.92808300	-50.97876653
297.9378443916	-13.0326814087	 97739	 6.84	 1.556	297.93784439	-13.03268141
297.9385175768	+26.2372371833	 97741	 7.67	 0.081	297.93851758	+26.23723718
297.9425093355	-37.3363338774	 97742	 6.65	 1.194	297.94250934	-37.33633388
297.9455984027	+08.0717230121	 97745	 7.37	 0.177	297.94559840	+08.07172301
297.9602564632	-28.5569153531	 97748	 7.76	 1.595	297.96025646	-28.55691535
297.9608528639	-39.8743673382	 97749	 5.32	-0.045	297.96085286	-39.87436734
297.9624901526	+41.3488024394	 97750	 7.74	-0.073	297.96249015	+41.34880244
297.9882248131	+37.3759437494	 97752	 7.72	 0.357	297.98822481	+37.37594375
297.9921514752	+20.9177399700	 97753	 7.82	 0.126	297.99215148	+20.91773997
297.9935352106	+31.6029426015	 97755	 7.73	 0.000	297.99353521	+31.60294260
297.9936428377	-38.4023080190	 97754	 7.98	 1.455	297.99364284	-38.40230802
297.9961221587	+47.0273389721	 97757	 5.60	-0.078	297.99612216	+47.02733897
298.0008742115	+31.7072666142	 97760	 7.84	 0.001	298.00087421	+31.70726661
298.0022232303	+01.6033303457	 97762	 7.51	 0.149	298.00222323	+01.60333035
298.0066416778	+24.9921620079	 97765	 5.54	 0.680	298.00664168	+24.99216201
298.0078330528	-10.3538663714	 97766	 7.26	 0.403	298.00783305	-10.35386637
298.0143239965	+11.6283286118	 97767	 6.16	 0.642	298.01432400	+11.62832861
298.0164694776	-02.1532470397	 97768	 7.38	 1.405	298.01646948	-02.15324704
298.0250616377	-56.7197692966	 97771	 7.22	 1.102	298.02506164	-56.71976930
298.0298586674	+47.9317947162	 97774	 5.91	-0.174	298.02985867	+47.93179472
298.0308779399	-10.8926907087	 97776	 6.67	 1.150	298.03087794	-10.89269071
298.0336612165	+52.2813197182	 97777	 7.39	 0.023	298.03366122	+52.28131972
298.0391093377	+07.4600427238	 97779	 7.14	 0.647	298.03910934	+07.46004272
298.0394324075	+15.3232753681	 97780	 7.77	 0.278	298.03943241	+15.32327537
298.0500147746	-19.0449912771	 97783	 5.88	 0.979	298.05001477	-19.04499128
298.0649227555	+10.3515936501	 97787	 6.52	-0.027	298.06492276	+10.35159365
298.0654547072	+28.2520477157	 97788	 6.82	 1.351	298.06545471	+28.25204772
298.0683921468	+36.4322950987	 97789	 6.13	 1.434	298.06839215	+36.43229510
298.0809288375	+25.8629077931	 97792	 7.54	 0.079	298.08092884	+25.86290779
298.0874629322	-11.3668752678	 97794	 7.80	 0.918	298.08746293	-11.36687527
298.0906873438	+18.6718748407	 97796	 6.24	-0.031	298.09068734	+18.67187484
298.0968434461	-63.9709415764	 97799	 7.91	 1.497	298.09684345	-63.97094158
298.1079287152	-10.9562327722	 97801	 7.37	 1.476	298.10792872	-10.95623277
298.1107839743	-16.8863002479	 97802	 7.70	 1.595	298.11078397	-16.88630025
298.1181994407	+01.0056605269	 97804	 3.87	 0.630	298.11819944	+01.00566053
298.1436235545	+66.7052145417	 97812	 7.70	 0.223	298.14362355	+66.70521454
298.1571789517	-54.9710258012	 97816	 5.76	 0.915	298.15717895	-54.97102580
298.1618041071	+18.7406891960	 97818	 7.68	-0.041	298.16180411	+18.74068920
298.1629978509	-54.9764438483	 97819	 6.50	 0.100	298.16299785	-54.97644385
298.1847426408	-31.9767591561	 97824	 7.10	 0.188	298.18474264	-31.97675916
298.1978596654	+34.1868209725	 97832	 7.92	-0.057	298.19785967	+34.18682097
298.1986481652	+64.1760517221	 97831	 6.76	 1.096	298.19864817	+64.17605172
298.2094462275	+28.9926101724	 97833	 7.36	-0.092	298.20944623	+28.99261017
298.2102149109	-23.1559415622	 97834	 7.80	 0.043	298.21021491	-23.15594156
298.2190207509	+41.0805018697	 97837	 7.72	 0.572	298.21902075	+41.08050187
298.2213347578	-76.1794215791	 97838	 7.98	 0.034	298.22133476	-76.17942158
298.2551924255	+47.8077198506	 97845	 6.30	-0.126	298.25519243	+47.80771985
298.2564215212	+38.7733754471	 97846	 7.57	 0.773	298.25642152	+38.77337545
298.2623012141	+37.3855342056	 97847	 7.84	 1.652	298.26230121	+37.38553421
298.2766057960	-14.6032028800	 97849	 6.47	 0.149	298.27660580	-14.60320288
298.2846204536	-25.4615265699	 97851	 7.91	 0.565	298.28462045	-25.46152657
298.2937850099	-53.0926316776	 97856	 6.99	 1.042	298.29378501	-53.09263168
298.2961012717	+08.0624462483	 97859	 7.63	 1.185	298.29610127	+08.06244625
298.2986714941	+58.1648389530	 97862	 7.40	 1.572	298.29867149	+58.16483895
298.3071898455	-05.5402837321	 97866	 7.42	 0.554	298.30718985	-05.54028373
298.3164849717	+28.0996123946	 97867	 6.98	 1.073	298.31648497	+28.09961239
298.3220213499	-72.4734960973	 97869	 7.58	 1.418	298.32202135	-72.47349610
298.3224056983	+57.5234818594	 97870	 5.14	-0.125	298.32240570	+57.52348186
298.3280657450	-03.1144637158	 97871	 5.63	 0.231	298.32806575	-03.11446372
298.3441894181	+04.4003923739	 97877	 6.52	 0.015	298.34418942	+04.40039237
298.3443866850	+20.3372447801	 97876	 7.16	 0.136	298.34438669	+20.33724478
298.3466927288	+36.1977679628	 97878	 7.78	 0.886	298.34669273	+36.19776796
298.3512145867	+20.3274484332	 97879	 7.32	 0.310	298.35121459	+20.32744843
298.3653974155	+24.0796138848	 97886	 4.57	-0.047	298.36539742	+24.07961388
298.3976154751	+59.7086600258	 97892	 6.06	 0.033	298.39761548	+59.70866003
298.4103589449	+41.3557802724	 97895	 6.99	-0.155	298.41035894	+41.35578027
298.4252411931	+14.3271144453	 97898	 7.86	 1.275	298.42524119	+14.32711445
298.4329827511	-63.5728253941	 97900	 7.56	 0.290	298.43298275	-63.57282539
298.4388295519	+26.9998909722	 97903	 7.78	 0.023	298.43882955	+26.99989097
298.4413894796	+16.7780963574	 97904	 7.70	 0.789	298.44138948	+16.77809636
